,player,team,age,position,Mins,Passing Accuracy,,league,season
2175,Tom Bischof,Hoffenheim,18,Midfielder,172,84.2,,GER-Bundesliga,2324
2176,Hrvoje Smolcic,Eintracht Frankfurt,23,D(C),344,88.7,,GER-Bundesliga,2324
2177,Erhan Masovic,Bochum,25,"D(C),DMC",2218,78.2,,GER-Bundesliga,2324
2178,Jérôme Roussillon,Union Berlin,31,"D(L),M(L)",744,75.4,,GER-Bundesliga,2324
2179,Nicolai Rapp,Werder Bremen,27,"D(C),DMC",76,79.5,,GER-Bundesliga,2324
2180,Sébastien Haller,Borussia Dortmund,30,FW,389,67.8,,GER-Bundesliga,2324
2181,Noah Mbamba,Leverkusen,19,Midfielder,14,94.7,,GER-Bundesliga,2324
2182,Alex Král,Union Berlin,26,DMC,1366,72.7,,GER-Bundesliga,2324
2183,Matús Bero,Bochum,28,"M(CLR),FW",1669,68.8,,GER-Bundesliga,2324
2184,Kristijan Jakic,Eintracht Frankfurt,27,"D(CR),DMC",198,82.6,,GER-Bundesliga,2324
2185,Stefan Bell,Mainz,32,D(CR),669,80.2,,GER-Bundesliga,2324
2186,Marco Richter,Mainz,26,"M(CLR),FW",713,69,,GER-Bundesliga,2324
2187,Christian Groß,Werder Bremen,35,"D(C),DMC",792,87.1,,GER-Bundesliga,2324
2188,Aljoscha Kemlein,Union Berlin,19,M(C),27,87.5,,GER-Bundesliga,2324
2189,Pavao Pervan,Wolfsburg,36,GK,810,72.8,,GER-Bundesliga,2324
2190,Nacho Ferri,Eintracht Frankfurt,19,Forward,68,52,,GER-Bundesliga,2324
2191,Nikola Dovedan,FC Heidenheim,29,"AM(CLR),FW",648,63.5,,GER-Bundesliga,2324
2192,Philipp Förster,Bochum,29,"M(CLR),FW",379,82.1,,GER-Bundesliga,2324
2193,Kilian Fischer,Wolfsburg,23,"D(R),M(R)",293,74.3,,GER-Bundesliga,2324
2194,Marnon Busch,FC Heidenheim,29,"D(R),M(R)",592,75.2,,GER-Bundesliga,2324
2195,Nnamdi Collins,Eintracht Frankfurt,20,Defender,90,82.8,,GER-Bundesliga,2324
2196,Paul Jaeckel,Union Berlin,25,"D(C),DMC",230,89.6,,GER-Bundesliga,2324
2197,Christopher Lenz,Eintracht Frankfurt,29,"D(L),M(L)",10,50,,GER-Bundesliga,2324
2198,Robert Gumny,Augsburg,26,D(CLR),478,74.3,,GER-Bundesliga,2324
2199,Damion Downs,FC Koln,19,Forward,175,67.6,,GER-Bundesliga,2324
2200,Anwar El Ghazi,Mainz,29,"AM(LR),FW",51,71.4,,GER-Bundesliga,2324
2201,Eljif Elmas,RBL,24,"M(CLR),FW",257,84.5,,GER-Bundesliga,2324
2202,Lukas Daschner,Bochum,25,"AM(C),FW",527,64.7,,GER-Bundesliga,2324
2203,Mark Uth,FC Koln,32,"AM(CR),FW",370,75.6,,GER-Bundesliga,2324
2204,Samuele Di Benedetto,Stuttgart,18,Midfielder,6,90.9,,GER-Bundesliga,2324
2205,Aymen Barkok,Mainz,26,M(CR),313,66.3,,GER-Bundesliga,2324
2206,Sven Michel,Augsburg,33,"AM(L),FW",575,58.2,,GER-Bundesliga,2324
2207,Mikkel Kaufmann,Union Berlin,23,FW,481,54.2,,GER-Bundesliga,2324
2208,Fábio Carvalho,RBL,21,"AM(CL),FW",158,82.4,,GER-Bundesliga,2324
2209,Marcus Müller,Mainz,21,Forward,17,60,,GER-Bundesliga,2324
2210,Dion Beljo,Augsburg,22,FW,564,73.4,,GER-Bundesliga,2324
2211,Paxten Aaronson,Eintracht Frankfurt,20,M(C),96,81.6,,GER-Bundesliga,2324
2212,Mahmoud Dahoud,Stuttgart,28,M(C),217,89,,GER-Bundesliga,2324
2213,Noah Loosli,Bochum,27,Defender,340,63.9,,GER-Bundesliga,2324
2214,Matej Maglica,Darmstadt,25,D(C),1705,76.8,,GER-Bundesliga,2324
2215,Chris Bedia,Union Berlin,28,FW,141,70,,GER-Bundesliga,2324
2216,Jordan Siebatcheu,Union Berlin,28,FW,26,40,,GER-Bundesliga,2324
2217,Tim Breithaupt,Augsburg,22,DMC,625,83.5,,GER-Bundesliga,2324
2218,Justin Diehl,FC Koln,19,Forward,166,80,,GER-Bundesliga,2324
2219,Gustavo Puerta,Leverkusen,20,Midfielder,40,95.1,,GER-Bundesliga,2324
2220,Luca Kilian,FC Koln,24,D(C),633,76.8,,GER-Bundesliga,2324
2221,Jakub Kaminski,Wolfsburg,22,M(LR),466,82.1,,GER-Bundesliga,2324
2222,Lovro Zvonarek,Bayern,19,Midfielder,161,84.7,,GER-Bundesliga,2324
2223,Jacob Christensen,FC Koln,23,Midfielder,216,82.5,,GER-Bundesliga,2324
2224,Andreas Müller,Darmstadt,23,DMC,344,77.6,,GER-Bundesliga,2324
2225,Leonardo Bonucci,Union Berlin,37,D(C),463,78.1,,GER-Bundesliga,2324
2226,Frank Ronstadt,Darmstadt,26,"D(R),M(R)",74,89.2,,GER-Bundesliga,2324
2227,Masaya Okugawa,Augsburg,28,"AM(CLR),FW",30,66.7,,GER-Bundesliga,2324
2228,Tony Jantschke,Borussia M.Gladbach,34,"D(CR),DMC",25,100,,GER-Bundesliga,2324
2229,Denis Thomalla,FC Heidenheim,31,"M(CL),FW",435,75.9,,GER-Bundesliga,2324
2230,Florent Muslija,Freiburg,25,M(CL),97,74,,GER-Bundesliga,2324
2231,Pep Biel,Augsburg,27,AM(R),276,87.2,,GER-Bundesliga,2324
2232,Jesper Lindstrøm,Eintracht Frankfurt,24,"AM(CLR),FW",84,77.4,,GER-Bundesliga,2324
2233,Maximilian Philipp,Freiburg,30,"AM(CLR),FW",311,76.2,,GER-Bundesliga,2324
2234,Yvandro Borges Sanches,Borussia M.Gladbach,20,M(L),16,75,,GER-Bundesliga,2324
2235,Nadiem Amiri,Leverkusen,27,M(CLR),83,92.9,,GER-Bundesliga,2324
2236,Florian Pick,FC Heidenheim,28,AM(CLR),316,71.7,,GER-Bundesliga,2324
2237,Mathias Honsak,Darmstadt,27,"AM(CLR),FW",1019,75.7,,GER-Bundesliga,2324
2238,Christopher Lenz,RBL,29,"D(L),M(L)",44,86.1,,GER-Bundesliga,2324
2239,Fabian Schnellhardt,Darmstadt,30,M(C),229,87.5,,GER-Bundesliga,2324
2240,Patrick Herrmann,Borussia M.Gladbach,33,"M(LR),FW",79,66.7,,GER-Bundesliga,2324
2241,Naby Keïta,Werder Bremen,29,M(C),108,77.6,,GER-Bundesliga,2324
2242,Jean-Mattéo Bahoya,Eintracht Frankfurt,19,Forward,172,79.7,,GER-Bundesliga,2324
2243,Dawid Kownacki,Werder Bremen,27,"AM(CLR),FW",368,65,,GER-Bundesliga,2324
2244,Ole Pohlmann,Borussia Dortmund,23,Midfielder,52,76.5,,GER-Bundesliga,2324
2245,Fraser Hornby,Darmstadt,24,FW,214,58.9,,GER-Bundesliga,2324
2246,Christoph Kramer,Borussia M.Gladbach,33,M(C),241,80.4,,GER-Bundesliga,2324
2247,Jens Petter Hauge,Eintracht Frankfurt,24,AM(CLR),139,81.3,,GER-Bundesliga,2324
2248,Finn Becker,Hoffenheim,24,M(C),596,79.8,,GER-Bundesliga,2324
2249,Sebastian Rode,Eintracht Frankfurt,33,"D(R),M(C)",57,78.2,,GER-Bundesliga,2324
2250,Bambasé Conté,Hoffenheim,20,Midfielder,43,82.6,,GER-Bundesliga,2324
2251,Thorgan Hazard,Borussia Dortmund,31,"M(CLR),FW",6,77.8,,GER-Bundesliga,2324
2252,Kenneth Schmidt,Freiburg,22,Defender,64,90,,GER-Bundesliga,2324
2253,Bartol Franjic,Darmstadt,24,"D(L),DMC",1233,83.8,,GER-Bundesliga,2324
2254,Julien Duranville,Borussia Dortmund,18,Forward,10,-,,GER-Bundesliga,2324
2255,Ryan Gravenberch,Bayern,22,DMC,9,71.4,,GER-Bundesliga,2324
2256,Gerrit Holtmann,Darmstadt,29,"D(L),M(LR)",388,77.1,,GER-Bundesliga,2324
2257,Matteo Vinlöf,Bayern,18,Defender,16,90,,GER-Bundesliga,2324
2258,Samuel Bamba,Borussia Dortmund,20,Forward,45,80,,GER-Bundesliga,2324
2259,David Mamutovic,Mainz,23,Midfielder,9,77.8,,GER-Bundesliga,2324
2260,Stefan Schimmer,FC Heidenheim,30,FW,142,48.8,,GER-Bundesliga,2324
2261,Amin Sarr,Wolfsburg,23,"AM(L),FW",377,74,,GER-Bundesliga,2324
2262,Max Moerstedt,Hoffenheim,18,Forward,11,66.7,,GER-Bundesliga,2324
2263,Thomas Isherwood,Darmstadt,26,D(C),639,83.5,,GER-Bundesliga,2324
2264,Nelson Weiper,Mainz,19,Forward,122,60,,GER-Bundesliga,2324
2265,Shio Fukuda,Borussia M.Gladbach,20,Forward,33,50,,GER-Bundesliga,2324
2266,Jessic Ngankam,Eintracht Frankfurt,23,FW,271,73.3,,GER-Bundesliga,2324
2267,Merveille Papela,Mainz,23,DMC,254,71.6,,GER-Bundesliga,2324
2268,Nathanaël Mbuku,Augsburg,22,"AM(CLR),FW",4,85.7,,GER-Bundesliga,2324
2269,Attila Szalai,Freiburg,26,D(CL),102,81.7,,GER-Bundesliga,2324
2270,Lilian Egloff,Stuttgart,21,Midfielder,103,78,,GER-Bundesliga,2324
2271,El Chadaille Bitshiabu,RBL,19,D(C),29,84.3,,GER-Bundesliga,2324
2272,Jovan Milosevic,Stuttgart,18,Forward,26,58.3,,GER-Bundesliga,2324
2273,Attila Szalai,Hoffenheim,26,D(CL),290,76,,GER-Bundesliga,2324
2274,Leon Opitz,Werder Bremen,19,Forward,16,42.9,,GER-Bundesliga,2324
2275,Irvin Cardona,Augsburg,26,"AM(L),FW",52,71.4,,GER-Bundesliga,2324
2276,Timothy Chandler,Eintracht Frankfurt,34,"D(R),M(LR)",16,88.9,,GER-Bundesliga,2324
2277,Junior Adamu,Freiburg,23,FW,93,62.1,,GER-Bundesliga,2324
2278,Florian Dietz,FC Koln,25,Forward,65,68.4,,GER-Bundesliga,2324
2279,Braydon Manu,Darmstadt,27,"AM(CR),FW",173,84,,GER-Bundesliga,2324
2280,Makoto Hasebe,Eintracht Frankfurt,40,"D(CR),M(CR)",216,88.3,,GER-Bundesliga,2324
2281,Roberto Massimo,Stuttgart,23,M(R),80,79.4,,GER-Bundesliga,2324
2282,Luca Raimund,Stuttgart,19,Midfielder,28,72.7,,GER-Bundesliga,2324
2283,Elias Baum,Eintracht Frankfurt,18,Defender,25,76.9,,GER-Bundesliga,2324
2284,Marko Mladenovic,Eintracht Frankfurt,19,Midfielder,6,66.7,,GER-Bundesliga,2324
2285,Grant-Leon Ranos,Borussia M.Gladbach,20,FW,42,83.3,,GER-Bundesliga,2324
2286,Daniel Peretz,Bayern,23,Goalkeeper,16,64.3,,GER-Bundesliga,2324
2287,Diadié Samassékou,Hoffenheim,28,DMC,1,100,,GER-Bundesliga,2324
2288,Joel Imasuen,Werder Bremen,19,Forward,1,100,,GER-Bundesliga,2324
2289,Jonathan Asp Jensen,Bayern,18,Midfielder,1,-,,GER-Bundesliga,2324
2290,Jonathan Norbye,RBL,17,Defender,1,100,,GER-Bundesliga,2324
2291,Kofi Amoako,Wolfsburg,19,Midfielder,2,-,,GER-Bundesliga,2324
2292,Luca Philipp,Hoffenheim,23,Goalkeeper,1,-,,GER-Bundesliga,2324
2293,Mahmut Kücüksahin,Augsburg,20,Midfielder,1,100,,GER-Bundesliga,2324
2294,Nuha Jatta,RBL,18,Midfielder,1,-,,GER-Bundesliga,2324
2295,Philipp Pentke,FC Koln,39,GK,1,-,,GER-Bundesliga,2324
2296,Thomas Keller,FC Heidenheim,24,"D(C),DMC",2,71.4,,GER-Bundesliga,2324
2297,Moritz-Broni Kwarteng,Bochum,26,"AM(CR),FW",275,75,,GER-Bundesliga,2324
2298,Dzenan Pejcinovic,Wolfsburg,19,Forward,33,60,,GER-Bundesliga,2324
2299,Fabian Rüdlin,Freiburg,27,Midfielder,6,80,,GER-Bundesliga,2324
2300,Genki Haraguchi,Stuttgart,33,M(CLR),25,77.8,,GER-Bundesliga,2324
2301,Mërgim Berisha,Hoffenheim,26,"AM(C),FW",139,73.3,,GER-Bundesliga,2324
2302,Jessic Ngankam,Mainz,23,FW,182,56.5,,GER-Bundesliga,2324
2303,Dennis Geiger,Hoffenheim,26,M(C),62,66.7,,GER-Bundesliga,2324
2304,Kasim Adams,Hoffenheim,29,D(C),4,100,,GER-Bundesliga,2324
2305,Julian Justvan,Hoffenheim,26,"D(L),M(CLR)",46,72.5,,GER-Bundesliga,2324
2306,Filip Stojilkovic,Darmstadt,24,FW,148,55.6,,GER-Bundesliga,2324
2307,Maximilian Breunig,Freiburg,23,Forward,7,50,,GER-Bundesliga,2324
2308,Borna Sosa,Stuttgart,26,"D(L),M(L)",44,86.7,,GER-Bundesliga,2324
2309,Fabio Torsiello,Darmstadt,19,Forward,149,82.6,,GER-Bundesliga,2324
2310,Lukas Ullrich,Borussia M.Gladbach,20,Defender,44,52.9,,GER-Bundesliga,2324
2311,Asaf Arania,Darmstadt,18,Forward,5,100,,GER-Bundesliga,2324
2312,Mathias Olesen,FC Koln,23,AM(C),108,80.4,,GER-Bundesliga,2324
2313,Ilia Gruev,Werder Bremen,24,DMC,3,100,,GER-Bundesliga,2324
2314,Isak Hansen-Aaröen,Werder Bremen,19,Midfielder,25,76.9,,GER-Bundesliga,2324
2315,Bennit Bröger,Wolfsburg,17,Midfielder,10,50,,GER-Bundesliga,2324
2316,Oliver Burke,Werder Bremen,27,"AM(CLR),FW",31,50,,GER-Bundesliga,2324
2317,Simon Zoller,Bochum,33,"AM(LR),FW",45,62.5,,GER-Bundesliga,2324
2318,Alexander Brunst,Darmstadt,28,GK,272,65.7,,GER-Bundesliga,2324
2319,Andreas Luthe,Bochum,37,GK,90,48.9,,GER-Bundesliga,2324
2320,Jérémy Doku,Rennes,22,M(LR),111,87.5,,FRA-Ligue 1,2324
2321,Kylian Mbappé,PSG,25,"AM(CLR),FW",2160,85.2,,FRA-Ligue 1,2324
2322,Jean-Ricner Bellegarde,Strasbourg,25,M(CLR),270,75.6,,FRA-Ligue 1,2324
2323,Massamba Ndiaye,Clermont Foot,22,Goalkeeper,360,70.8,,FRA-Ligue 1,2324
2324,in Del Castillo Brest,Roma,28,"AM(CLR),FW",2522,75.3,,FRA-Ligue 1,2324
2325,Aleksandr Golovin,Monaco,28,M(CLR),2155,80.7,,FRA-Ligue 1,2324
2326,Téji Savanier,Montpellier,32,M(C),2777,75.8,,FRA-Ligue 1,2324
2327,Ousmane Dembélé,PSG,27,"AM(CLR),FW",1510,81.8,,FRA-Ligue 1,2324
2328,Vitinha,PSG,24,M(C),2130,91.3,,FRA-Ligue 1,2324
2329,Pierre Lees-Melou,Brest,31,M(CLR),2521,86.5,,FRA-Ligue 1,2324
2330,Radoslaw Majecki,Monaco,24,GK,1080,68.2,,FRA-Ligue 1,2324
2331,Caio Henrique,Monaco,26,"D(L),M(CL)",625,85.4,,FRA-Ligue 1,2324
2332,Georges Mikautadze,Metz,23,FW,1755,74.7,,FRA-Ligue 1,2324
2333,Edon Zhegrova,Lille,25,AM(R),2299,82.6,,FRA-Ligue 1,2324
2334,Manuel Ugarte,PSG,23,DMC,1935,91.5,,FRA-Ligue 1,2324
2335,Wilfried Singo,Monaco,23,"D(CR),M(R)",2187,87.2,,FRA-Ligue 1,2324
2336,Gianluigi Donnarumma,PSG,25,GK,2170,87.1,,FRA-Ligue 1,2324
2337,Florian Sotoca,Lens,33,"M(CR),FW",2603,77.5,,FRA-Ligue 1,2324
2338,Mohammed Salisu,Monaco,25,D(CL),1035,84.7,,FRA-Ligue 1,2324
2339,Pierre-Emerick Aubameyang,Marseille,35,"M(CLR),FW",2628,70.8,,FRA-Ligue 1,2324
2340,Junya Ito,Reims,31,"M(LR),FW",2722,73.4,,FRA-Ligue 1,2324
2341,Jordan Amavi,Brest,30,"D(L),M(L)",91,86.7,,FRA-Ligue 1,2324
2342,Benjamin André,Lille,33,"D(R),M(CLR)",2575,84.3,,FRA-Ligue 1,2324
2343,Bradley Locko,Brest,22,"D(L),M(L)",2961,85.5,,FRA-Ligue 1,2324
2344,Alexandre Lacazette,Lyon,33,"M(CLR),FW",2308,72.4,,FRA-Ligue 1,2324
2345,Jérémie Boga,Nice,27,"AM(CLR),FW",2011,84.8,,FRA-Ligue 1,2324
2346,Jonathan David,Lille,24,"AM(C),FW",2641,82.7,,FRA-Ligue 1,2324
2347,Saïd Benrahma,Lyon,28,AM(CLR),779,77.3,,FRA-Ligue 1,2324
2348,Christopher Opéri,Le Havre,27,"D(L),M(L)",2447,76.8,,FRA-Ligue 1,2324
2349,Mateusz Wieteska,Clermont Foot,27,D(C),176,78.1,,FRA-Ligue 1,2324
2350,Youssouf Fofana,Monaco,25,DMC,2703,82.2,,FRA-Ligue 1,2324
2351,Maxence Caqueret,Lyon,24,M(C),3025,85.6,,FRA-Ligue 1,2324
2352,Teddy Teuma,Reims,30,AM(C),2125,83.5,,FRA-Ligue 1,2324
2353,Rémy Descamps,Nantes,28,GK,540,54.3,,FRA-Ligue 1,2324
2354,Vanderson,Monaco,23,"D(R),M(R)",1649,76.5,,FRA-Ligue 1,2324
2355,Achraf Hakimi,PSG,25,"D(LR),M(R)",1931,88.7,,FRA-Ligue 1,2324
2356,Leonardo Balerdi,Marseille,25,D(C),2275,86.5,,FRA-Ligue 1,2324
2357,Othmane Maamma,Montpellier,18,Forward,88,89.3,,FRA-Ligue 1,2324
2358,Azor Matusiwa,Reims,26,DMC,1388,86.8,,FRA-Ligue 1,2324
2359,Kenny Lala,Brest,32,"D(LR),M(R)",2970,81.9,,FRA-Ligue 1,2324
2360,Tiago Santos,Lille,21,D(R),2364,83.2,,FRA-Ligue 1,2324
2361,Brendan Chardonnet,Brest,29,D(C),2970,83.3,,FRA-Ligue 1,2324
2362,Jonathan Clauss,Marseille,31,"D(R),M(LR)",2072,79.9,,FRA-Ligue 1,2324
2363,Joseph Okumu,Reims,27,D(C),1743,82.7,,FRA-Ligue 1,2324
2364,Youcef Atal,Nice,28,"D(R),M(R)",363,92.1,,FRA-Ligue 1,2324
2365,Lee Kang-In,PSG,23,"M(CLR),FW",1472,89.4,,FRA-Ligue 1,2324
2366,Nemanja Matic,Rennes,35,DMC,1028,87,,FRA-Ligue 1,2324
2367,Bradley Barcola,PSG,21,"AM(LR),FW",1381,80.4,,FRA-Ligue 1,2324
2368,Wissam Ben Yedder,Monaco,33,"AM(C),FW",2323,74.5,,FRA-Ligue 1,2324
2369,Marco Asensio,PSG,28,"AM(CLR),FW",1114,88.4,,FRA-Ligue 1,2324
2370,Dimitry Bertaud,Montpellier,26,GK,360,56.5,,FRA-Ligue 1,2324
2371,Matthieu Udol,Metz,28,"D(CL),M(L)",2700,78.1,,FRA-Ligue 1,2324
2372,Anthony Lopes,Lyon,33,GK,2790,70.4,,FRA-Ligue 1,2324
2373,Takumi Minamino,Monaco,29,"AM(CLR),FW",2128,75.9,,FRA-Ligue 1,2324
2374,Gonçalo Ramos,PSG,23,"AM(C),FW",1422,77.3,,FRA-Ligue 1,2324
2375,Yann Gboho,Toulouse,23,"AM(CL),FW",1200,79.5,,FRA-Ligue 1,2324
2376,Mohamed Bamba,Lorient,22,FW,1149,73.6,,FRA-Ligue 1,2324
2377,Laurent Abergel,Lorient,31,DMC,2862,85.9,,FRA-Ligue 1,2324
2378,Emmanuel Agbadou,Reims,27,"D(CR),DMC",2597,87.2,,FRA-Ligue 1,2324
2379,Thijs Dallinga,Toulouse,23,FW,2518,68.3,,FRA-Ligue 1,2324
2380,Khéphren Thuram,Nice,23,"DMC,M(L)",2114,87.4,,FRA-Ligue 1,2324
2381,Modibo Sagnan,Montpellier,25,D(C),1056,85.9,,FRA-Ligue 1,2324
2382,Abdoul Koné,Reims,19,Defender,196,59.7,,FRA-Ligue 1,2324
2383,Ruben Aguilar,Lens,31,"D(R),M(R)",1923,84,,FRA-Ligue 1,2324
2384,Dilane Bakwa,Strasbourg,21,AM(CLR),2188,76.9,,FRA-Ligue 1,2324
2385,Thilo Kehrer,Monaco,27,"D(CLR),M(R)",1324,89.1,,FRA-Ligue 1,2324
2386,Ismaily,Lille,34,D(L),2467,83.4,,FRA-Ligue 1,2324
2387,Frédéric Guilbert,Strasbourg,29,"D(CLR),M(R)",2495,80.7,,FRA-Ligue 1,2324
2388,Melvin Bard,Nice,23,"D(L),M(L)",2663,84,,FRA-Ligue 1,2324
2389,in Faivre Lorient,Roma,25,AM(CLR),1453,86.9,,FRA-Ligue 1,2324
2390,Angel Gomes,Lille,23,"M(CL),FW",2583,91.3,,FRA-Ligue 1,2324
2391,Bafodé Diakité,Lille,23,D(CR),1697,92.3,,FRA-Ligue 1,2324
2392,Nuno Mendes,PSG,22,"D(L),M(L)",266,83.7,,FRA-Ligue 1,2324
2393,Jean-Clair Todibo,Nice,24,D(C),2654,90.1,,FRA-Ligue 1,2324
2394,Benjamin Bourigeaud,Rennes,30,M(CLR),2437,82.1,,FRA-Ligue 1,2324
2395,Ismail Jakobs,Monaco,24,"D(L),M(L)",1467,78.3,,FRA-Ligue 1,2324
2396,Valentin Rongier,Marseille,29,"D(R),M(C)",853,87.9,,FRA-Ligue 1,2324
2397,Bamo Meïté,Lorient,22,D(C),147,85.5,,FRA-Ligue 1,2324
2398,Denis Zakaria,Monaco,27,"D(C),DMC",2142,91.6,,FRA-Ligue 1,2324
2399,Mory Diaw,Clermont Foot,31,GK,2700,64.7,,FRA-Ligue 1,2324
2400,Maghnes Akliouche,Monaco,22,AM(CR),1620,81.9,,FRA-Ligue 1,2324
2401,Dante,Nice,40,D(C),2844,91.1,,FRA-Ligue 1,2324
2402,Lilian Brassier,Brest,24,D(CL),2679,83.1,,FRA-Ligue 1,2324
2403,Arnaud Nordin,Montpellier,26,"AM(CLR),FW",1254,84.8,,FRA-Ligue 1,2324
2404,Mahdi Camara,Brest,25,"D(CR),M(C)",2039,84,,FRA-Ligue 1,2324
2405,Samuel Gigot,Marseille,30,D(C),1729,88.1,,FRA-Ligue 1,2324
2406,Youssef Maziz,Metz,26,"AM(CL),FW",126,81.8,,FRA-Ligue 1,2324
2407,Joris Chotard,Montpellier,22,DMC,2594,83.2,,FRA-Ligue 1,2324
2408,Marquinhos,PSG,30,"D(CR),DMC",1540,94.5,,FRA-Ligue 1,2324
2409,Vincent Sierro,Toulouse,28,M(C),2265,82,,FRA-Ligue 1,2324
2410,Alexandre Oukidja,Metz,35,GK,2988,44.9,,FRA-Ligue 1,2324
2411,Rayan Cherki,Lyon,20,"AM(CLR),FW",1723,81.1,,FRA-Ligue 1,2324
2412,Martin Terrier,Rennes,27,"AM(CL),FW",1533,80.2,,FRA-Ligue 1,2324
2413,Warren Zaïre-Emery,PSG,18,"DMC,M(R)",1963,92.4,,FRA-Ligue 1,2324
2414,Maxime Estève,Montpellier,22,D(C),999,79.6,,FRA-Ligue 1,2324
2415,Lucas Hernández,PSG,28,D(CL),1917,90.6,,FRA-Ligue 1,2324
2416,Désiré Doué,Rennes,19,AM(CLR),1626,79,,FRA-Ligue 1,2324
2417,Danilo Pereira,PSG,32,"D(C),DMC",1993,94.1,,FRA-Ligue 1,2324
2418,Rasmus Nicolaisen,Toulouse,27,D(C),2927,85,,FRA-Ligue 1,2324
2419,Moses Simon,Nantes,28,"M(CLR),FW",1794,75.9,,FRA-Ligue 1,2324
2420,Brice Samba,Lens,30,GK,2970,75.7,,FRA-Ligue 1,2324
2421,Lucas Chevalier,Lille,22,GK,2970,74.9,,FRA-Ligue 1,2324
2422,Benjamin Lecomte,Montpellier,33,GK,2700,62.1,,FRA-Ligue 1,2324
2423,Amir Murillo,Marseille,28,"D(CR),M(R)",995,85,,FRA-Ligue 1,2324
2424,Imrân Louza,Lorient,25,M(CLR),866,84.5,,FRA-Ligue 1,2324
2425,Gautier Lloris,Le Havre,28,D(C),2780,85.6,,FRA-Ligue 1,2324
2426,Vítinha,Marseille,24,FW,922,77.1,,FRA-Ligue 1,2324
2427,Facundo Medina,Lens,25,D(CL),2714,87,,FRA-Ligue 1,2324
2428,Amine Gouiri,Rennes,24,"AM(CLR),FW",2076,82.6,,FRA-Ligue 1,2324
2429,Neto Borges,Clermont Foot,27,"D(CL),M(L)",2517,82.8,,FRA-Ligue 1,2324
2430,Przemyslaw Frankowski,Lens,29,"D(R),M(CLR)",2196,81.1,,FRA-Ligue 1,2324
2431,Fabián Ruiz,PSG,28,M(CL),1195,90.1,,FRA-Ligue 1,2324
2432,Kevin Danso,Lens,25,D(C),2656,88.1,,FRA-Ligue 1,2324
2433,Christian Mawissa,Toulouse,19,D(C),1116,84.5,,FRA-Ligue 1,2324
2434,Steve Mounié,Brest,29,FW,1773,63,,FRA-Ligue 1,2324
2435,Randal Kolo Muani,PSG,25,"AM(CLR),FW",1265,73.1,,FRA-Ligue 1,2324
2436,Nabil Bentaleb,Lille,29,M(C),1968,86.3,,FRA-Ligue 1,2324
2437,Arnau Tenas,PSG,23,GK,528,80.2,,FRA-Ligue 1,2324
2438,Marvin Senaya,Strasbourg,23,"D(R),M(R)",2141,81.7,,FRA-Ligue 1,2324
2439,Arthur Desmas,Le Havre,30,GK,2970,59.1,,FRA-Ligue 1,2324
2440,Gabriel Suazo,Toulouse,26,"D(L),M(L)",2363,81.8,,FRA-Ligue 1,2324
2441,Yunis Abdelhamid,Reims,36,D(C),2782,85.2,,FRA-Ligue 1,2324
2442,Andrey Santos,Strasbourg,20,M(C),831,87.6,,FRA-Ligue 1,2324
2443,Mostafa Mohamed,Nantes,26,FW,2018,66.1,,FRA-Ligue 1,2324
2444,Arthur Theate,Rennes,24,D(CL),2300,88.5,,FRA-Ligue 1,2324
2445,David Pereira da Costa,Lens,23,AM(CL),1498,85,,FRA-Ligue 1,2324
2446,Kiki Kouyaté,Montpellier,27,D(C),1930,82.7,,FRA-Ligue 1,2324
2447,Clinton Mata,Lyon,31,"D(CR),M(R)",2222,86.1,,FRA-Ligue 1,2324
2448,Martín Satriano,Brest,23,FW,1871,72.4,,FRA-Ligue 1,2324
2449,Arouna Sangante,Le Havre,22,D(CR),2690,81.9,,FRA-Ligue 1,2324
2450,Muhammed Cham,Clermont Foot,23,"AM(C),FW",2563,85.7,,FRA-Ligue 1,2324
2451,Chancel Mbemba,Marseille,29,"D(CLR),DMC",2209,88.2,,FRA-Ligue 1,2324
2452,Marco Bizot,Brest,33,GK,2878,72,,FRA-Ligue 1,2324
2453,Leny Yoro,Lille,18,D(C),2672,92.2,,FRA-Ligue 1,2324
2454,Issiaga Sylla,Montpellier,30,"D(LR),M(L)",1457,75.1,,FRA-Ligue 1,2324
2455,Neil El Aynaoui,Lens,22,M(C),1567,86.7,,FRA-Ligue 1,2324
2456,Amine Harit,Marseille,27,"AM(CLR),FW",1829,87.1,,FRA-Ligue 1,2324
2457,Ismaïla Sarr,Marseille,26,"AM(CLR),FW",1449,80.9,,FRA-Ligue 1,2324
2458,Marcin Bulka,Nice,24,GK,3060,84.2,,FRA-Ligue 1,2324
2459,Mohamed Daramy,Reims,22,"AM(L),FW",1657,77.7,,FRA-Ligue 1,2324
2460,Lamine Camara,Metz,20,M(C),2266,79.3,,FRA-Ligue 1,2324
2461,Mousa Al Ta'mari,Montpellier,27,"M(LR),FW",1943,76.2,,FRA-Ligue 1,2324
2462,Renan Lodi,Marseille,26,"D(L),M(L)",1237,84.1,,FRA-Ligue 1,2324
2463,Guillermo Maripán,Monaco,30,D(C),1769,88.7,,FRA-Ligue 1,2324
2464,Lorenz Assignon,Rennes,24,D(R),1013,87.3,,FRA-Ligue 1,2324
2465,Enzo Le Fée,Rennes,24,M(CLR),1537,87.2,,FRA-Ligue 1,2324
2466,Ernest Nuamah,Lyon,20,AM(R),1849,83.8,,FRA-Ligue 1,2324
